"region","dealer_code","dealer_name","channel_name","case_id","description","created_on","created_by","updated_on","updated_by","reason_code","case_owner","status","case_sub_type_id","case_closure_date","escalation_level"
"CENTRAL 1","15862 - MYI","SHREYASH AUTOMOTIVES","Nexa","B3973663870","I am writing to express my dissatisfaction regarding the poor service experience and excessive delay in resolving the AC issue in my vehicle, Maruti Suzuki Nexa Baleno Delta CNG (Registration No. DL9CBC4316), which is currently under warranty. My vehicle was serviced at Shreyash Maruti Authorized Dealer & Service Workshop, B-91, Mayapuri Industrial Area, New Delhi – 110064, on 07.06.2026. The very next day, while driving the vehicle, I noticed that the AC was not cooling properly. I immediately contacted my Service Advisor, Mr. Yuvraj Tanwar, and informed him about the issue. He advised me to visit the service center for inspection. Accordingly, I visited the service center on 10.06.2026. Upon contacting Mr. Yuvraj Tanwar, I was informed that he was on leave and was asked to coordinate with another Service Advisor, Mr. Harish. After inspection by the technician and Mr. Harish, I was informed that the complete AC unit had failed due to a technical fault and that the required parts would be replaced under warranty, free of cost. When I requested a job card update, service request number, or any written confirmation regarding the warranty replacement, I was informed by Mr. Yuvraj Tanwar that a parts demand had already been raised with Maruti Suzuki and that the required AC components would take approximately 7–10 days to arrive. I expressed my concern about driving the vehicle without a functioning AC during this period and requested expedited support. However, I was informed that the waiting period was unavoidable. I was also advised to contact the General Manager, Mr. Manvir Singh, if I wanted faster assistance. I subsequently spoke with Mr. Manvir Singh, who informed me that although the service center would try its best, the parts were unlikely to be available before 17.06.2026 and that installation would require an additional 1–2 days after receipt of the parts. In parallel, on 11.06.2026, I contacted Mr. Yash Gupta, Maruti Suzuki Service Engineer, requesting urgent support. He assured me that efforts would be made to arrange the required AC parts through express delivery and advised me to remain in touch with Mr. Manvir Singh regarding the status. Today, on 17.06.2026, I again contacted Mr. Yuvraj Tanwar to obtain an update. I was informed that although the demand had been raised, the AC compressor was delayed and that repairs could only proceed once the compressor was received from Maruti Suzuki. I have also repeatedly contacted Mr. Yash Gupta, who informed me that the required AC compressor is currently unavailable across the Delhi NCR region. I am extremely disappointed with the handling of this issue. My vehicle is under warranty, yet I have been left without a functioning AC for an extended period during peak summer conditions. Despite multiple follow-ups with the Service Advisor, General Manager, and Maruti Suzuki representatives, I have not received any definite resolution timeline. I request Maruti Suzuki India Limited to: Arrange the required AC compressor and related parts on priority. Complete the warranty repair at the earliest possible date. Provide a written update regarding the status of parts procurement and expected repair completion date. Explain why a critical component such as an AC compressor is unavailable across the Delhi NCR region. If this issue is not resolved promptly, I will be compelled to escalate the matter through consumer forums and share my experience on social media platforms such as X (Twitter), Facebook, and other public channels regarding the poor customer service and delay in warranty support provided by Maruti Suzuki India Limited and its authorized service center. I look forward to your immediate intervention and a satisfactory resolution...............Synopsis The customer is complaining about an ongoing delay in fixing the air conditioning (AC) system of their Maruti Suzuki Nexa Baleno (DL9CBC4316), which is currently under warranty. Following a car service on June 7, 2026, at Shreyash Maruti Workshop in Mayapuri, New Delhi, the AC completely stopped cooling the next day. The service centre inspected the vehicle on June 10th and confirmed that the entire AC unit had failed due to a technical fault and would be replaced for free under warranty. However, despite multiple follow-ups with the service advisors, the General Manager, and a Maruti Suzuki Service Engineer, the customer has been told today (June 17, 2026) that the required AC compressor is completely unavailable across the entire Delhi NCR region. The customer is extremely frustrated at being left without a working AC during peak summer and is demanding that Maruti Suzuki urgently source the parts, complete the repairs, and provide a clear timeline, warning that they will escalate the matter to consumer forums and social media if it is not fixed immediately.
","2026-06-21 10:03:20.619481","81109566@maruticrm.onmicrosoft.com","2026-06-21 10:03:20.619481","81109566@maruticrm.onmicrosoft.com","OPEN","Query- Service","OPEN","2",NULL,NULL
"NORTH 2","15744 - PZ0","LOVELY AUTOS","Nexa","B3692827107","Customer gave her vehicle for servicing and took pick up and drop facility and after 3 hrs when drop her vehicle they didn't even wash her vehicle and took around 8 k from customer and customer not satisfied with the services and not showing any hierarchy on CRM hence raise query .","2026-06-21 10:01:24.918148","1154587@maruticrm.onmicrosoft.com","2026-06-21 10:01:24.918148","1154587@maruticrm.onmicrosoft.com","OPEN","Query- Service","OPEN","1",NULL,NULL
"EAST 2","13411 - MBR","PREMSONS MOTOR UDYOG PVT.LTD.","Nexa","B6391458543","Customer had ordered some accessories and was told by the service dealer to come in today to have them installed. The customer has been waiting at the service center since morning, yet no one has attended to their vehicle or offered any assistance so far.

Resolution - I have informed the customer that i has shared your concern with the team, our team will coordinate with you as soon as possible./GM number share
","2026-06-21 10:01:21.433303","1170305@maruticrm.onmicrosoft.com","2026-06-21 10:01:21.433303","1170305@maruticrm.onmicrosoft.com","OPEN","Query- Service","OPEN","1",NULL,NULL
"SOUTH EAST 1","10024 - AZM","THE MITHRA AGENCIES","Arena","B5644701971","customer giving vehicle for repair on Thursday 9 to 10 clock trunk wind glass shield was broken Friday customer called them they told glass tender person is not available will get delivery on Saturday evening. Today they are telling that wind glass is not available. Hence FCR pitched customer agreed shared CCM Shaik Sameena WM V Gopichand number and query raised.","2026-06-21 10:00:54.728111","81128798@maruticrm.onmicrosoft.com","2026-06-21 10:00:54.728111","81128798@maruticrm.onmicrosoft.com","OPEN","Query- Service","OPEN","1",NULL,NULL
"WEST 2","10323 - SPR","SHAAN CARS PVT. LTD.","Arena","B0459039478","Customer’s concern is that their vehicle met with an accident about 10–15 days ago and was handed over to the dealership for repair. However, no work has been done on the vehicle so far. The dealership is giving the reason that the required parts have not arrived, which has caused a long delay. The customer is very dissatisfied with this situation and wants the issue resolved quickly.","2026-06-21 10:00:25.979496","1157614@maruticrm.onmicrosoft.com","2026-06-21 10:00:25.979496","1157614@maruticrm.onmicrosoft.com","OPEN","Query- Service","OPEN","1",NULL,NULL
"WEST 3","10397 - GDR","R B CARS PVT LTD","Arena","B3618145997","The customer stated that they brought their vehicle to the workshop for service. They informed  that cars arriving after theirs were attended to first, while their vehicle was delayed. Additionally, the customer reported an issue regarding delay . Due to this poor service and unfair handling, the customer is highly dissatisfied. customer said  workshop team  misbehaved with him .","2026-06-21 09:59:44.029652","1158006@maruticrm.onmicrosoft.com","2026-06-21 09:59:44.029652","1158006@maruticrm.onmicrosoft.com","OPEN","Query- Service","OPEN","1",NULL,NULL
"WEST 2","10998 - AKR","CHAVAN MOTORS DIVISION INDIA PVT LTD","Arena","B1005398345","Name of The Company - Chavan Motors Model -Swift Dzire 2022 Vehicle no-MH13DYBD3355 Chassis no- NOT PROVIDED Engine no-NOT PROVIDED Dealer/Service center Name and Address-Chavan Motors Akkalkot Road Solapur Complaint no-not provided Problems details-Consumer is saying that he purchased a car from Maruti Suzuki in 2022. The service center from where he bought the car is called Chavan Motors. He went to this service center, but the service center staff is not providing him with any service, prohibiting him from providing service, not insuring the car, and apart from that, no other services are being provided to him, so he wants to complain about this. Chassis no-MBHCZFB33SNG284651 Engine no.- K12NP4120790 Expectation -Now he want company provide service to him .
As per telephonic conversation**-Customer Stated -""I gave my car for an insurance claim in a service center  for a minor bumper repair. They told me I would have to wait 20 days. They did not provide the service. They said if they repair it under insurance, it will take 20 days, but if I pay in cash, they will fix it in a single day. The car is currently with customer. 
","2026-06-21 09:58:46.083042","81112168@maruticrm.onmicrosoft.com","2026-06-21 09:58:46.083042","81112168@maruticrm.onmicrosoft.com","OPEN","Query- Service","OPEN","1",NULL,NULL
"NORTH 1","14882 - BGH","TANYA AUTOMOBILES PVT.LTD","Nexa","B3120994927","customer wants to book a service appointment hence I RAISED HIS CONCERN AND  shared gM number 
","2026-06-21 09:58:40.468719","81113661@maruticrm.onmicrosoft.com","2026-06-21 09:58:40.468719","81113661@maruticrm.onmicrosoft.com","OPEN","Query- Service","OPEN","1",NULL,NULL
"EAST 2","10204 - TNA","RAJIV AUTOMOBILES PVT LTD","Arena","B1933840079"," customer handed over their vehicle to the workshop for body repair. Following the repair work, the customer received a message. When they contacted the dealer for confirmation, the dealer was unreachable. Consequently, a senior authority's contact number has been provided to the customer so they can obtain updates regarding their vehicle's service and repair status.","2026-06-21 09:58:24.578638","1153945@maruticrm.onmicrosoft.com","2026-06-21 09:58:24.578638","1153945@maruticrm.onmicrosoft.com","OPEN","Query- Service","OPEN","1",NULL,NULL
"NORTH 3","10300 - MHI","UMA MOTORS PVT. LTD.","Arena","B9992674764","Customer has confirmed that he is facing the issue related to delay delivery of car, customer visited with appointment, but no one attended the car till now. He visited the workshop and no one helped him out related to the concern. Also, the customer is irate and not happy with the staff of the dealer. Hence, provided the WM Number and concern raised to dealer UMA MOTORS PVT. LTD., and provided the information same to the customer as per concern.
","2026-06-21 09:58:07.521097","1170272@maruticrm.onmicrosoft.com","2026-06-21 09:58:07.521097","1170272@maruticrm.onmicrosoft.com","OPEN","Query- Service","OPEN","1",NULL,NULL
"SOUTH 3","10011 - KHD","INDUS MOTOR COMPANY PRIVATE LIMITED","Nexa","B8618396860","The vehicle was used on 16th June and parked in the evening. It was not used on 17 June and 18 June 2026. On the morning of 19 June 2026, at approximately 6:45 AM, when I attempted to start the vehicle, it failed to start. Upon checking in the Suzuki Connect App, the battery voltage was found to be only 9.7V, whereas it normally remains around 13V. Since the vehicle is brand new and had undergone its first service only a few days earlier, I immediately contacted the authorized service centre. The technician who attended the vehicle stated that the battery may have drained because the vehicle had been left in Auto Headlight mode while remaining idle for two days. I find this explanation difficult to accept. Auto Headlight mode is a standard feature provided by the manufacturer and is intended for normal use by customers. A new vehicle should not experience such a severe battery discharge merely because this feature was enabled while the vehicle remained parked for just two days. It may also be noted that this occurred just three days after the first service. I, therefore request the following: A detailed technical investigation into the cause of the battery drain. Confirmation of the battery's health status and whether it has suffered any damage due to deep discharge. Inspection of the vehicle's electrical system for any abnormal current draw or manufacturing defect. An explanation regarding whether keeping the vehicle in Auto Headlight mode can genuinely cause complete battery discharge in a new Fronx Alpha Automatic within two days. Appropriate corrective action under warranty, if any defect is identified. As this issue has occurred within less than three weeks of purchase, I am concerned about the reliability of the vehicle and request your prompt attention and resolution. I look forward to your written response at the earliest.

===========SYSNOPSIS=======Query -   The Customer were reported Customer facing Battery Drain and Failure to Start The vehicle was used on 16th June and parked in the evening. It was not used on 17 June and 18 June 2026. On the morning of 19 June 2026, at approximately 6:45 AM,  KL60Y5758 when customer attempted to start the vehicle, it failed to start. Upon checking in the Suzuki Connect App, the battery voltage was found to be only 9.7V, whereas it normally remains around 13V. Since the vehicle is brand new and had undergone its first service only a few days earlier, customer immediately contacted the authorized service centre. The technician who attended the vehicle stated that the battery may have drained because the vehicle had been left in Auto Headlight mode while remaining idle for two days. customer find this explanation difficult to accept. Auto Headlight mode is a standard feature provided by the manufacturer and is intended for normal use by customers. A new vehicle should not experience such a severe battery discharge merely because this feature was enabled while the vehicle remained parked for just two days. It may also be noted that this occurred just three days after the first service. customer, therefore request the following  A detailed technical investigation into the cause of the battery drain. Confirmation of the battery's health status and whether it has suffered any damage due to deep discharge. Inspection of the vehicle's electrical system for any abnormal current draw or manufacturing defect. An explanation regarding whether keeping the vehicle in Auto Headlight mode can genuinely cause complete battery discharge in a new Fronx Alpha Automatic within two days. Appropriate corrective action under warranty, if any defect is identified. As this issue has occurred within less than three weeks of purchase, I am concerned about the reliability of the vehicle and request your prompt attention and resolution. customer look forward to your written response at the earliest. 
","2026-06-21 09:57:53.898695","81111279@maruticrm.onmicrosoft.com","2026-06-21 09:57:53.898695","81111279@maruticrm.onmicrosoft.com","OPEN","Query- Service","OPEN","1",NULL,NULL
